Bait	Prey	#Rep	AvgP	BFDR
MEPCE	gi|4507947|gn|YARS:8565| tyrosine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0202	0.4839
EIF4A2	gi|4507951|gn|YWHAH:7533| 14-3-3 protein eta [Homo sapiens]	3	0.0071	0.5335
MEPCE	gi|4507951|gn|YWHAH:7533| 14-3-3 protein eta [Homo sapiens]	3	0.1435	0.3374
EIF4A2	gi|45359849|gn|G3BP2:9908| ras GTPase-activating protein-binding protein 2 isoform a [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|45359849|gn|G3BP2:9908| ras GTPase-activating protein-binding protein 2 isoform a [Homo sapiens]	3	0.6753	0.0441
EIF4A2	gi|45439306|gn|DARS:1615| aspartate--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0020	0.5868
MEPCE	gi|45439306|gn|DARS:1615| aspartate--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|45446747|gn|DDX42:11325| ATP-dependent RNA helicase DDX42 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|45446747|gn|DDX42:11325| ATP-dependent RNA helicase DDX42 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|45446749|gn|KIF5A:3798| kinesin heavy chain isoform 5A [Homo sapiens]	3	0.0018	0.5918
MEPCE	gi|45446749|gn|KIF5A:3798| kinesin heavy chain isoform 5A [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4557237|gn|ACAT1:38| acetyl-CoA acetyltransferase, mitochondrial precursor [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|4557237|gn|ACAT1:38| acetyl-CoA acetyltransferase, mitochondrial precursor [Homo sapiens]	3	0.0109	0.5127
EIF4A2	gi|4557241|gn|ACTN3:89| alpha-actinin-3 isoform 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|4557241|gn|ACTN3:89| alpha-actinin-3 isoform 1 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|4557495|gn|CSTF3:1479| cleavage stimulation factor subunit 3 isoform 1 [Homo sapiens]	3	0.9819	0.0007
MEPCE	gi|4557495|gn|CSTF3:1479| cleavage stimulation factor subunit 3 isoform 1 [Homo sapiens]	3	0.0318	0.4591
EIF4A2	gi|4557701|gn|KRT17:3872| keratin, type I cytoskeletal 17 [Homo sapiens]	3	0.0003	0.6339
MEPCE	gi|4557701|gn|KRT17:3872| keratin, type I cytoskeletal 17 [Homo sapiens]	3	0.8999	0.0045
EIF4A2	gi|4557809|gn|OAT:4942| ornithine aminotransferase, mitochondrial isoform 1 precursor [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|4557809|gn|OAT:4942| ornithine aminotransferase, mitochondrial isoform 1 precursor [Homo sapiens]	3	0.2335	0.2806
EIF4A2	gi|4557817|gn|OXCT1:5019| succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial precursor [Homo sapiens]	3	0.0061	0.5404
MEPCE	gi|4557817|gn|OXCT1:5019| succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial precursor [Homo sapiens]	3	0.0072	0.5325
EIF4A2	gi|45643129|gn|GNL3:26354| guanine nucleotide-binding protein-like 3 isoform 2 [Homo sapiens]	3	0.9977	0.0001
MEPCE	gi|45643129|gn|GNL3:26354| guanine nucleotide-binding protein-like 3 isoform 2 [Homo sapiens]	3	0.9999	0.0000
EIF4A2	gi|45827771|gn|EDC4:23644| enhancer of mRNA-decapping protein 4 [Homo sapiens]	3	0.0084	0.5227
MEPCE	gi|45827771|gn|EDC4:23644| enhancer of mRNA-decapping protein 4 [Homo sapiens]	3	0.1454	0.3346
EIF4A2	gi|46094014|gn|GSPT2:23708| eukaryotic peptide chain release factor GTP-binding subunit ERF3B [Homo sapiens]	3	0.1529	0.3312
MEPCE	gi|46094014|gn|GSPT2:23708| eukaryotic peptide chain release factor GTP-binding subunit ERF3B [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|46276893|gn|TCEB2:6923| transcription elongation factor B polypeptide 2 isoform b [Homo sapiens]	3	0.0061	0.5404
MEPCE	gi|46276893|gn|TCEB2:6923| transcription elongation factor B polypeptide 2 isoform b [Homo sapiens]	3	0.2784	0.2622
EIF4A2	gi|46367787|gn|PABPC1:26986| polyadenylate-binding protein 1 [Homo sapiens]	3	0.9910	0.0003
MEPCE	gi|46367787|gn|PABPC1:26986| polyadenylate-binding protein 1 [Homo sapiens]	3	0.0737	0.3993
EIF4A2	gi|46389558|gn|ENSA:2029| alpha-endosulfine isoform 6 [Homo sapiens]	3	0.0053	0.5499
MEPCE	gi|46389558|gn|ENSA:2029| alpha-endosulfine isoform 6 [Homo sapiens]	3	0.0078	0.5278
EIF4A2	gi|46852388|gn|CCAR1:55749| cell division cycle and apoptosis regulator protein 1 [Homo sapiens]	3	0.4855	0.1313
MEPCE	gi|46852388|gn|CCAR1:55749| cell division cycle and apoptosis regulator protein 1 [Homo sapiens]	3	0.6723	0.0509
EIF4A2	gi|47078238|gn|GPS1:2873| COP9 signalosome complex subunit 1 isoform 1 [Homo sapiens]	3	0.0966	0.3780
MEPCE	gi|47078238|gn|GPS1:2873| COP9 signalosome complex subunit 1 isoform 1 [Homo sapiens]	3	0.0623	0.4135
EIF4A2	gi|47271406|gn|MEPCE:56257| 7SK snRNA methylphosphate capping enzyme isoform A [Homo sapiens]	3	0.0289	0.4651
MEPCE	gi|47271406|gn|MEPCE:56257| 7SK snRNA methylphosphate capping enzyme isoform A [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|47419920|gn|WARS:7453| tryptophan--tRNA ligase, cytoplasmic isoform b [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|47419920|gn|WARS:7453| tryptophan--tRNA ligase, cytoplasmic isoform b [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|47497976|gn|CHCHD10:400916| coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial precursor [Homo sapiens]	3	0.6667	0.0650
MEPCE	gi|47497976|gn|CHCHD10:400916| coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial precursor [Homo sapiens]	3	0.9736	0.0015
EIF4A2	gi|47519490|gn|RTN4:57142| reticulon-4 isoform D [Homo sapiens]	3	0.0055	0.5474
MEPCE	gi|47519490|gn|RTN4:57142| reticulon-4 isoform D [Homo sapiens]	3	0.0061	0.5404
EIF4A2	gi|4757810|gn|ATP5A1:498| ATP synthase subunit alpha, mitochondrial isoform a precursor [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|4757810|gn|ATP5A1:498| ATP synthase subunit alpha, mitochondrial isoform a precursor [Homo sapiens]	3	0.0007	0.6153
EIF4A2	gi|4757834|gn|BAG2:9532| BAG family molecular chaperone regulator 2 [Homo sapiens]	3	0.0010	0.6095
MEPCE	gi|4757834|gn|BAG2:9532| BAG family molecular chaperone regulator 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4757900|gn|CALR:811| calreticulin precursor [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|4757900|gn|CALR:811| calreticulin precursor [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4758012|gn|CLTC:1213| clathrin heavy chain 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|4758012|gn|CLTC:1213| clathrin heavy chain 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4758024|gn|COIL:8161| coilin [Homo sapiens]	3	0.1838	0.3132
MEPCE	gi|4758024|gn|COIL:8161| coilin [Homo sapiens]	3	0.9999	0.0000
EIF4A2	gi|4758032|gn|COPB2:9276| coatomer subunit beta' [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|4758032|gn|COPB2:9276| coatomer subunit beta' [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|4758138|gn|DDX5:1655| probable ATP-dependent RNA helicase DDX5 [Homo sapiens]	3	0.1674	0.3194
MEPCE	gi|4758138|gn|DDX5:1655| probable ATP-dependent RNA helicase DDX5 [Homo sapiens]	3	0.0302	0.4625
EIF4A2	gi|4758152|gn|TIMM8A:1678| mitochondrial import inner membrane translocase subunit Tim8 A isoform 1 [Homo sapiens]	3	0.0333	0.4569
MEPCE	gi|4758152|gn|TIMM8A:1678| mitochondrial import inner membrane translocase subunit Tim8 A isoform 1 [Homo sapiens]	3	0.1543	0.3290
EIF4A2	gi|4758256|gn|EIF2S1:1965| eukaryotic translation initiation factor 2 subunit 1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|4758256|gn|EIF2S1:1965| eukaryotic translation initiation factor 2 subunit 1 [Homo sapiens]	3	0.7953	0.0152
EIF4A2	gi|4758302|gn|ERH:2079| enhancer of rudimentary homolog [Homo sapiens]	3	0.0045	0.5579
MEPCE	gi|4758302|gn|ERH:2079| enhancer of rudimentary homolog [Homo sapiens]	3	0.7798	0.0176
EIF4A2	gi|4758304|gn|PDIA4:9601| protein disulfide-isomerase A4 precursor [Homo sapiens]	3	0.2537	0.2708
MEPCE	gi|4758304|gn|PDIA4:9601| protein disulfide-isomerase A4 precursor [Homo sapiens]	3	0.3056	0.2492
EIF4A2	gi|4758356|gn|FEN1:2237| flap endonuclease 1 [Homo sapiens]	3	0.5483	0.1172
MEPCE	gi|4758356|gn|FEN1:2237| flap endonuclease 1 [Homo sapiens]	3	0.3652	0.1809
EIF4A2	gi|4758404|gn|FRG1:2483| protein FRG1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|4758404|gn|FRG1:2483| protein FRG1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4758488|gn|GTF2F2:2963| general transcription factor IIF subunit 2 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|4758488|gn|GTF2F2:2963| general transcription factor IIF subunit 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4758504|gn|HSD17B10:3028| 3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 [Homo sapiens]	3	0.0089	0.5199
MEPCE	gi|4758504|gn|HSD17B10:3028| 3-hydroxyacyl-CoA dehydrogenase type-2 isoform 1 [Homo sapiens]	3	0.0354	0.4517
EIF4A2	gi|4758556|gn|PRPF3:9129| U4/U6 small nuclear ribonucleoprotein Prp3 [Homo sapiens]	3	0.0361	0.4508
MEPCE	gi|4758556|gn|PRPF3:9129| U4/U6 small nuclear ribonucleoprotein Prp3 [Homo sapiens]	3	0.9951	0.0002
EIF4A2	gi|4758638|gn|PRDX6:9588| peroxiredoxin-6 [Homo sapiens]	3	0.0023	0.5812
MEPCE	gi|4758638|gn|PRDX6:9588| peroxiredoxin-6 [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|4758648|gn|KIF5B:3799| kinesin-1 heavy chain [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|4758648|gn|KIF5B:3799| kinesin-1 heavy chain [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4758756|gn|NAP1L1:4673| nucleosome assembly protein 1-like 1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|4758756|gn|NAP1L1:4673| nucleosome assembly protein 1-like 1 [Homo sapiens]	3	0.0019	0.5887
EIF4A2	gi|4758762|gn|NARS:4677| asparagine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|4758762|gn|NARS:4677| asparagine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4758788|gn|NDUFS3:4722| NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial precursor [Homo sapiens]	3	0.6666	0.0683
MEPCE	gi|4758788|gn|NDUFS3:4722| NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial precursor [Homo sapiens]	3	0.0070	0.5349
EIF4A2	gi|4758796|gn|DRG1:4733| developmentally-regulated GTP-binding protein 1 [Homo sapiens]	3	0.2072	0.2956
MEPCE	gi|4758796|gn|DRG1:4733| developmentally-regulated GTP-binding protein 1 [Homo sapiens]	3	0.0022	0.5834
EIF4A2	gi|4758950|gn|PPIB:5479| peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|4758950|gn|PPIB:5479| peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4759034|gn|ETF1:2107| eukaryotic peptide chain release factor subunit 1 [Homo sapiens]	3	0.0016	0.5954
MEPCE	gi|4759034|gn|ETF1:2107| eukaryotic peptide chain release factor subunit 1 [Homo sapiens]	3	0.0075	0.5309
EIF4A2	gi|4759154|gn|SNAP29:9342| synaptosomal-associated protein 29 [Homo sapiens]	3	0.0168	0.4926
MEPCE	gi|4759154|gn|SNAP29:9342| synaptosomal-associated protein 29 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|4759158|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|4759158|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 1 [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|4759160|gn|SNRPD3:6634| small nuclear ribonucleoprotein Sm D3 [Homo sapiens]	3	0.7129	0.0304
MEPCE	gi|4759160|gn|SNRPD3:6634| small nuclear ribonucleoprotein Sm D3 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|4759212|gn|TBCA:6902| tubulin-specific chaperone A [Homo sapiens]	3	0.4829	0.1319
MEPCE	gi|4759212|gn|TBCA:6902| tubulin-specific chaperone A [Homo sapiens]	3	0.0710	0.4013
EIF4A2	gi|4759224|gn|PDCD5:9141| programmed cell death protein 5 [Homo sapiens]	3	0.0645	0.4106
MEPCE	gi|4759224|gn|PDCD5:9141| programmed cell death protein 5 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4759274|gn|TXNL1:9352| thioredoxin-like protein 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|4759274|gn|TXNL1:9352| thioredoxin-like protein 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|47717104|gn|ATP6V1H:51606| V-type proton ATPase subunit H isoform 1 [Homo sapiens]	3	0.0052	0.5515
MEPCE	gi|47717104|gn|ATP6V1H:51606| V-type proton ATPase subunit H isoform 1 [Homo sapiens]	3	0.0146	0.4991
EIF4A2	gi|48255891|gn|PRKCSH:5589| glucosidase 2 subunit beta isoform 2 precursor [Homo sapiens]	3	0.0003	0.6339
MEPCE	gi|48255891|gn|PRKCSH:5589| glucosidase 2 subunit beta isoform 2 precursor [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|48255931|gn|HDGFRP2:84717| hepatoma-derived growth factor-related protein 2 isoform 1 [Homo sapiens]	3	0.0007	0.6153
MEPCE	gi|48255931|gn|HDGFRP2:84717| hepatoma-derived growth factor-related protein 2 isoform 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|48255933|gn|HMGN1:3150| non-histone chromosomal protein HMG-14 [Homo sapiens]	3	0.1207	0.3569
MEPCE	gi|48255933|gn|HMGN1:3150| non-histone chromosomal protein HMG-14 [Homo sapiens]	3	0.0060	0.5424
EIF4A2	gi|4826686|gn|DDX1:1653| ATP-dependent RNA helicase DDX1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|4826686|gn|DDX1:1653| ATP-dependent RNA helicase DDX1 [Homo sapiens]	3	0.3399	0.2073
EIF4A2	gi|4826730|gn|MTOR:2475| serine/threonine-protein kinase mTOR [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|4826730|gn|MTOR:2475| serine/threonine-protein kinase mTOR [Homo sapiens]	3	0.3994	0.1613
EIF4A2	gi|4826860|gn|NHP2L1:4809| NHP2-like protein 1 [Homo sapiens]	3	0.0544	0.4264
MEPCE	gi|4826860|gn|NHP2L1:4809| NHP2-like protein 1 [Homo sapiens]	3	0.9997	0.0000
EIF4A2	gi|4826870|gn|NUCB2:4925| nucleobindin-2 precursor [Homo sapiens]	3	0.3309	0.2345
MEPCE	gi|4826870|gn|NUCB2:4925| nucleobindin-2 precursor [Homo sapiens]	3	0.7885	0.0162
EIF4A2	gi|4826898|gn|PFN1:5216| profilin-1 [Homo sapiens]	3	0.3288	0.2379
MEPCE	gi|4826898|gn|PFN1:5216| profilin-1 [Homo sapiens]	3	0.0180	0.4906
EIF4A2	gi|4826998|gn|SFPQ:6421| splicing factor, proline- and glutamine-rich [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|4826998|gn|SFPQ:6421| splicing factor, proline- and glutamine-rich [Homo sapiens]	3	0.7730	0.0192
EIF4A2	gi|48526509|gn|TIMM50:92609| mitochondrial import inner membrane translocase subunit TIM50 [Homo sapiens]	3	0.3355	0.2197
MEPCE	gi|48526509|gn|TIMM50:92609| mitochondrial import inner membrane translocase subunit TIM50 [Homo sapiens]	3	0.6676	0.0610
EIF4A2	gi|48762920|gn|PFKL:5211| 6-phosphofructokinase, liver type [Homo sapiens]	3	0.0323	0.4582
MEPCE	gi|48762920|gn|PFKL:5211| 6-phosphofructokinase, liver type [Homo sapiens]	3	0.1089	0.3686
EIF4A2	gi|48762932|gn|CCT8:10694| T-complex protein 1 subunit theta [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|48762932|gn|CCT8:10694| T-complex protein 1 subunit theta [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|4885063|gn|ALDOC:230| fructose-bisphosphate aldolase C [Homo sapiens]	3	0.1093	0.3681
MEPCE	gi|4885063|gn|ALDOC:230| fructose-bisphosphate aldolase C [Homo sapiens]	3	0.0232	0.4771
EIF4A2	gi|4885281|gn|GLUD1:2746| glutamate dehydrogenase 1, mitochondrial precursor [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|4885281|gn|GLUD1:2746| glutamate dehydrogenase 1, mitochondrial precursor [Homo sapiens]	3	0.0035	0.5661
EIF4A2	gi|4885375|gn|HIST1H1C:3006| histone H1	3	0.3460	0.1970
MEPCE	gi|4885375|gn|HIST1H1C:3006| histone H1	3	1.0000	0.0000
EIF4A2	gi|4885379|gn|HIST1H1E:3008| histone H1	3	1.0000	0.0000
MEPCE	gi|4885379|gn|HIST1H1E:3008| histone H1	3	1.0000	0.0000
EIF4A2	gi|4885381|gn|HIST1H1B:3009| histone H1	3	0.0035	0.5661
MEPCE	gi|4885381|gn|HIST1H1B:3009| histone H1	3	1.0000	0.0000
EIF4A2	gi|4885399|gn|SMC3:9126| structural maintenance of chromosomes protein 3 [Homo sapiens]	3	0.0006	0.6194
MEPCE	gi|4885399|gn|SMC3:9126| structural maintenance of chromosomes protein 3 [Homo sapiens]	3	0.0368	0.4491
EIF4A2	gi|4885583|gn|ROCK1:6093| rho-associated protein kinase 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|4885583|gn|ROCK1:6093| rho-associated protein kinase 1 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|4885649|gn|UBA2:10054| SUMO-activating enzyme subunit 2 [Homo sapiens]	3	0.0033	0.5696
MEPCE	gi|4885649|gn|UBA2:10054| SUMO-activating enzyme subunit 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|48928050|gn|FBXW11:23291| F-box/WD repeat-containing protein 11 isoform C [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|48928050|gn|FBXW11:23291| F-box/WD repeat-containing protein 11 isoform C [Homo sapiens]	3	0.1750	0.3166
EIF4A2	gi|49472822|gn|EIF3G:8666| eukaryotic translation initiation factor 3 subunit G [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|49472822|gn|EIF3G:8666| eukaryotic translation initiation factor 3 subunit G [Homo sapiens]	3	0.0076	0.5299
EIF4A2	gi|49574532|gn|GSK3A:2931| glycogen synthase kinase-3 alpha [Homo sapiens]	3	0.3507	0.1904
MEPCE	gi|49574532|gn|GSK3A:2931| glycogen synthase kinase-3 alpha [Homo sapiens]	3	0.0209	0.4831
EIF4A2	gi|50053795|gn|EIF4B:1975| eukaryotic translation initiation factor 4B [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|50053795|gn|EIF4B:1975| eukaryotic translation initiation factor 4B [Homo sapiens]	3	0.7047	0.0340
EIF4A2	gi|5031569|gn|ACTR1A:10121| alpha-centractin [Homo sapiens]	3	0.0033	0.5696
MEPCE	gi|5031569|gn|ACTR1A:10121| alpha-centractin [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|5031635|gn|CFL1:1072| cofilin-1 [Homo sapiens]	3	0.0126	0.5051
MEPCE	gi|5031635|gn|CFL1:1072| cofilin-1 [Homo sapiens]	3	0.0017	0.5936
EIF4A2	gi|5031703|gn|G3BP1:10146| ras GTPase-activating protein-binding protein 1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|5031703|gn|G3BP1:10146| ras GTPase-activating protein-binding protein 1 [Homo sapiens]	3	0.0144	0.4994
EIF4A2	gi|5031741|gn|DNAJA2:10294| dnaJ homolog subfamily A member 2 [Homo sapiens]	3	0.0078	0.5278
MEPCE	gi|5031741|gn|DNAJA2:10294| dnaJ homolog subfamily A member 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5031749|gn|HMGN2:3151| non-histone chromosomal protein HMG-17 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5031749|gn|HMGN2:3151| non-histone chromosomal protein HMG-17 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5031857|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]	3	0.0062	0.5391
MEPCE	gi|5031857|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 1 [Homo sapiens]	3	0.0165	0.4937
EIF4A2	gi|5031923|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 1 [Homo sapiens]	3	0.0545	0.4259
MEPCE	gi|5031923|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 1 [Homo sapiens]	3	0.8114	0.0138
EIF4A2	gi|5031973|gn|PDIA6:10130| protein disulfide-isomerase A6 precursor [Homo sapiens]	3	0.0016	0.5954
MEPCE	gi|5031973|gn|PDIA6:10130| protein disulfide-isomerase A6 precursor [Homo sapiens]	3	0.1141	0.3633
EIF4A2	gi|5031977|gn|NAMPT:10135| nicotinamide phosphoribosyltransferase precursor [Homo sapiens]	3	0.1663	0.3206
MEPCE	gi|5031977|gn|NAMPT:10135| nicotinamide phosphoribosyltransferase precursor [Homo sapiens]	3	0.0542	0.4273
EIF4A2	gi|5031981|gn|PSMD14:10213| 26S proteasome non-ATPase regulatory subunit 14 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5031981|gn|PSMD14:10213| 26S proteasome non-ATPase regulatory subunit 14 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5032007|gn|PURA:5813| transcriptional activator protein Pur-alpha [Homo sapiens]	3	0.4608	0.1371
MEPCE	gi|5032007|gn|PURA:5813| transcriptional activator protein Pur-alpha [Homo sapiens]	3	0.1316	0.3472
EIF4A2	gi|5032069|gn|SF3B4:10262| splicing factor 3B subunit 4 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5032069|gn|SF3B4:10262| splicing factor 3B subunit 4 [Homo sapiens]	3	0.0192	0.4871
EIF4A2	gi|5032087|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5032087|gn|SF3A1:10291| splicing factor 3A subunit 1 isoform 1 [Homo sapiens]	3	0.0004	0.6277
EIF4A2	gi|5032113|gn|SMNDC1:10285| survival of motor neuron-related-splicing factor 30 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|5032113|gn|SMNDC1:10285| survival of motor neuron-related-splicing factor 30 [Homo sapiens]	3	0.0080	0.5261
EIF4A2	gi|5032133|gn|EIF1:10209| eukaryotic translation initiation factor 1 [Homo sapiens]	3	0.0721	0.4008
MEPCE	gi|5032133|gn|EIF1:10209| eukaryotic translation initiation factor 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|5032179|gn|TRIM28:10155| transcription intermediary factor 1-beta [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|5032179|gn|TRIM28:10155| transcription intermediary factor 1-beta [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|50409707|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 2 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|50409707|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|50409738|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|50409738|gn|ARL6IP4:51329| ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|50428925|gn|TBCB:1155| tubulin-folding cofactor B [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|50428925|gn|TBCB:1155| tubulin-folding cofactor B [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|50593002|gn|SNRPA1:6627| U2 small nuclear ribonucleoprotein A' [Homo sapiens]	3	0.9982	0.0001
MEPCE	gi|50593002|gn|SNRPA1:6627| U2 small nuclear ribonucleoprotein A' [Homo sapiens]	3	0.2984	0.2532
EIF4A2	gi|50658063|gn|SMC4:10051| structural maintenance of chromosomes protein 4 [Homo sapiens]	3	0.0040	0.5611
MEPCE	gi|50658063|gn|SMC4:10051| structural maintenance of chromosomes protein 4 [Homo sapiens]	3	0.4954	0.1288
EIF4A2	gi|50659095|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 1 [Homo sapiens]	3	0.3387	0.2092
MEPCE	gi|50659095|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 1 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|50726968|gn|MFAP1:4236| microfibrillar-associated protein 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|50726968|gn|MFAP1:4236| microfibrillar-associated protein 1 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|51173724|gn|BYSL:705| bystin [Homo sapiens]	3	0.0263	0.4705
MEPCE	gi|51173724|gn|BYSL:705| bystin [Homo sapiens]	3	0.6941	0.0365
EIF4A2	gi|51477708|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform d [Homo sapiens]	3	0.6078	0.0990
MEPCE	gi|51477708|gn|HNRNPD:3184| heterogeneous nuclear ribonucleoprotein D0 isoform d [Homo sapiens]	3	0.6034	0.1017
EIF4A2	gi|5174419|gn|CLPP:8192| putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|5174419|gn|CLPP:8192| putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor [Homo sapiens]	3	0.0007	0.6153
EIF4A2	gi|5174447|gn|GNB2L1:10399| guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|5174447|gn|GNB2L1:10399| guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens]	3	0.2421	0.2771
EIF4A2	gi|5174449|gn|H1FX:8971| histone H1x [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|5174449|gn|H1FX:8971| histone H1x [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|5174529|gn|MAT2A:4144| S-adenosylmethionine synthase isoform type-2 [Homo sapiens]	3	0.0475	0.4347
MEPCE	gi|5174529|gn|MAT2A:4144| S-adenosylmethionine synthase isoform type-2 [Homo sapiens]	3	0.0001	0.6563
